Entry	Gene names
Q86TG7	PEG10 EDR KIAA1051 MAR2 MART2 MEF3L1 RGAG3
P25105	PTAFR PAFR
P12955	PEPD PRD
Q8NDH3	NPEPL1 KIAA1974
P25208	NFYB HAP3
P22392	NME2 NM23B
Q16617	NKG7 GIG1
Q9NPP4	NLRC4 CARD12 CLAN CLAN1 IPAF UNQ6189/PRO20215
Q86WI3	NLRC5 NOD27 NOD4
Q9UBE8	NLK LAK1
Q86U38	NOP9 C14orf21 KIAA2021
A1L443	NUTM2F FAM22F
Q13253	NOG
Q9H649	NSUN3 MSTP077 UG0651E06
Q96AB6	NTAN1
P60510	PPP4C PPP4 PPX
Q8N4L2	PIP4P2 TMEM55A
Q6NUP7	PPP4R4 KIAA1622 PP4R4
O75170	PPP6R2 KIAA0685 PP6R2 SAPS2
P29371	TACR3 NK3R TAC3R
Q8N2Q7	NLGN1 KIAA1070
Q96D46	NMD3 CGI-07
P57740	NUP107
Q03181	PPARD NR1C2 PPARB
Q9NZJ9	NUDT4 DIPP2 KIAA0487 HDCMB47P
Q92621	NUP205 C7orf14 KIAA0225
O95989	NUDT3 DIPP DIPP1
Q8NFH4	NUP37
Q8NG94	OR11H1
Q8NH07	OR11H2 C14orf15 OR11H2P
Q9UKX7	NUP50 NPAP60L PRO1146
Q8NH74	OR10A6
Q8NGC8	OR11H7 OR11H7P
Q149M9	NWD1
Q9Y5P0	OR51B4
Q8NH81	OR10G6 OR10G6P
P0C628	OR5AC1 OR5AC1P
Q8NGS9	OR13C2
Q8NGS6	OR13C3
Q8NGS5	OR13C4
Q8NGC0	OR5AU1
Q8NGX2	OR2T35
Q8NGX5	OR10K1
Q9GZY0	NXF2 TAPL2; NXF2B
Q9P2P1	NYNRIN CGIN1 KIAA1305
Q8NGY1	OR10Z1
Q8NGH9	OR52E4
P50897	PPT1 CLN1 PPT
Q8NGI0	OR52N2
Q9Y6R0	NUMBL
Q8NGC1	OR11G2
P0DN82	OR12D1 OR12D1P
Q9H205	OR2AG1 OR2AG3
Q8NGN3	OR10G4
Q8NH76	OR56B4
Q8NGE2	OR2AP1 OR2AP1P
Q7Z3B4	NUP54
P0DN81	OR13C7 OR13C7P
Q8NGV5	OR13D1
Q9H341	OR51M1
Q9Y530	OARD1 C6orf130
Q9H1B4	NXF5 TAPL1
Q8NGA8	OR4F17 OR4F11P OR4F18 OR4F19
O60356	NUPR1 COM1
O95156	NXPH2 NPH2
Q8NGC9	OR11H4
O95158	NXPH4 NPH4 UNQ1928/PRO4403
Q9H255	OR51E2 PSGR
Q8NGA6	OR10H5
Q8NGX1	OR2T34
Q8NGT0	OR13C9
A6NJZ3	OR6C65
P37198	NUP62
Q969Y0	NXPE3 FAM55C MSTP115 UNQ5791/PRO19596
Q86Y26	NUTM1 C15orf55 NUT
P58181	OR10A3
Q9UGF7	OR12D3
Q8NGZ0	OR2AJ1 OR2AJ1P
Q9ULI1	NWD2 KIAA1239
Q9H340	OR51B6
Q9BZD4	NUF2 CDCA1 NUF2R
P58417	NXPH1 NPH1 Nbla00697
Q8NGC7	OR11H6
Q8NGE5	OR10A7
B2RN74	OR11H12
Q9BXS6	NUSAP1 ANKT BM-037 PRO0310
Q8NFH3	NUP43
Q8N1F7	NUP93 KIAA0095
Q6ZNB6	NFXL1 OZFP
Q8WUJ1	CYB5D2
Q8WWR8	NEU4 LP5125
Q9NQS3	NECTIN3 PRR3 PVRL3
Q92982	NINJ1
Q5JS37	NHLRC3
Q8IVV8	NKAIN4 C20orf58 FAM77A
Q6ZUT1	NKAPD1 C11orf57
Q5C9Z4	NOM1 C7orf3
Q99784	OLFM1 NOE1 NOEL1
Q8N0W4	NLGN4X KIAA1260 NLGN4 UNQ365/PRO701
Q9UI40	SLC24A2 NCKX2
Q8TD19	NEK9 KIAA1995 NEK8 NERCC
Q9Y221	NIP7 CGI-37 HSPC031 HSPC180 OK/SW-cl.76 OK/SW-cl.78
Q5JPE7	NOMO2
P46087	NOP2 NOL1 NSUN1
Q9C002	NMES1 C15orf48
A8MVU1	NCF1C SH3PXD1C
Q9Y2I6	NINL KIAA0980 NLP
P07197	NEFM NEF3 NFM
O94818	NOL4 NOLP HRIHFB2255
Q9Y3C1	NOP16 CGI-117 HSPC111
Q8NC60	NOA1 C4orf14
Q8NCF5	NFATC2IP NIP45
P21452	TACR2 NK2R NKNAR TAC2R
P08651	NFIC NFI
Q86WB0	ZC3HC1 NIPA HSPC216
P18615	NELFE RD RDBP
Q9BPW8	NIPSNAP1
Q5H8A3	NMS
P26718	KLRK1 D12S2489E NKG2D
Q14957	GRIN2C NMDAR2C
P48681	NES Nbla00170
P01138	NGF NGFB
Q9NPE2	NGRN FI58G HT020
Q5VXU1	NKAIN2 FAM77B TCBA1
O15226	NKRF ITBA4 NRF
Q9HBL8	NMRAL1 HSCARG
O60391	GRIN3B
Q9NP64	ZCCHC17 PS1D HSPC243 HSPC251 LDC4
P26717	KLRC2 NKG2C
Q13823	GNL2 NGP1
O15399	GRIN2D GluN2D NMDAR2D
P08473	MME EPN
P56556	NDUFA6 LYRM6 NADHB14
P15531	NME1 NDPKA NM23
Q9H9Q4	NHEJ1 XLF
Q9HAS0	C17orf75
P25103	TACR1 NK1R TAC1R
Q8TAT5	NEIL3
Q8NFF2	SLC24A4 NCKX4
Q9UMX5	NENF CIR2 SPUF
Q0D2K0	NIPAL4 ICHN NIPA4
Q5SYE7	NHSL1 C6orf63 KIAA1357
Q9NVX2	NLE1 HUSSY-07
Q9BR09	NEURL2 C20orf163
O14745	SLC9A3R1 NHERF NHERF1
Q8NC67	NETO2 BTCL2 UNQ1926/PRO4401
Q9C056	NKX6-2 GTX NKX6B
Q4KMZ8	NKAIN1 FAM77C
Q8NCW5	NAXE AIBP APOA1BP YJEFN1
P26715	KLRC1 NKG2A
O75376	NCOR1 KIAA1047
O95631	NTN1 NTN1L
O75306	NDUFS2
Q8NHV4	NEDD1
Q8N323	NXPE1 FAM55A
Q5VV67	PPRC1 KIAA0595
Q8NGT7	OR2A12 OR2A12P
Q8NH08	OR10AC1 OR10AC1P
A6NM03	OR2AG2 OR2AG2P
Q8TCB6	OR51E1 GPR164 OR51E1P OR52A3P POGR PSGR2
A6NHG9	OR5H14
Q15070	OXA1L
Q96DC9	OTUB2 C14orf137 OTB2 OTU2
A6NF01	POM121B
Q9BRP4	PAAF1 WDR71
Q9UM07	PADI4 PAD4 PADI5 PDI5
Q96GU1	PAGE5 GAGEE1
Q8IZE3	SCYL3 PACE1
Q9BTK6	PAGR1 C16orf53 PA1
Q9Y2J8	PADI2 KIAA0994 PAD2 PDI2
A6NDB9	PALM3
Q9BPZ3	PAIP2 PAIP2A HSPC218
Q13177	PAK2
Q9GZY1	PBOV1 UROC28
E2RYF7	HCG22 G2 PBMUCL2
Q9P2E7	PCDH10 KIAA1400
Q9NPG4	PCDH12 UNQ395/PRO731
Q9Y5I0	PCDHA13 CNRS5
Q96QU1	PCDH15 USH1F
Q9Y5E5	PCDHB4
Q9Y5E4	PCDHB5
Q96JQ0	DCHS1 CDH19 CDH25 FIB1 KIAA1773 PCDH16
Q9UN66	PCDHB8 PCDH3I
Q9HCL0	PCDH18 KIAA1562
P05165	PCCA
Q8N6Y1	PCDH20 PCDH13
Q6V1P9	DCHS2 CDH27 CDHJ PCDH23 PCDHJ
Q9Y5I3	PCDHA1
Q9NRJ7	PCDHB16 KIAA1621 PCDH3X
Q9BZA8	PCDH11Y PCDH11 PCDH22 PCDHY
Q9Y5H4	PCDHGA1
Q9Y5H1	PCDHGA2
Q9Y5G9	PCDHGA4
Q9Y5H6	PCDHA8
Q9Y5H5	PCDHA9 KIAA0345
Q9BSM1	PCGF1 NSPC1 RNF68
Q96MG8	PCMTD1
O95613	PCNT KIAA0402 PCNT2
Q16549	PCSK7 LPC PC7 PC8 SPC7
O43653	PSCA UNQ206/PRO232
A6NKB5	PCNX2 KIAA0435 PCNXL2
Q9H6A9	PCNX3 PCNXL3
Q63HM2	PCNX4 C14orf135 FBP2 PCNXL4
P49585	PCYT1A CTPCT PCYT1
Q99447	PCYT2
Q9NZQ7	CD274 B7H1 PDCD1L1 PDCD1LG1 PDL1
Q9BQ51	PDCD1LG2 B7DC CD273 PDCD1L2 PDL2
Q13258	PTGDR
O00487	PSMD14 POH1
P27815	PDE4A DPDE2
Q01064	PDE1B PDE1B1 PDES1B
P04085	PDGFA PDGF1
Q9Y2S7	POLDIP2 PDIP38 POLD4 HSPC017
O14737	PDCD5 TFAR19
Q8WWR9	PPDPFL C8orf22
O15530	PDPK1 PDK1
P50479	PDLIM4 RIL
Q96HC4	PDLIM5 ENH L9
Q9P2J9	PDP2 KIAA1348
Q6PK18	OGFOD3 C17orf101
O15527	OGG1 MMH MUTM OGH1
Q9H488	POFUT1 FUT12 KIAA0180
Q5TC84	OGFRL1
P10515	DLAT DLTA
O60809	PRAMEF10
O95522	PRAMEF12
Q5VWM6	PRAMEF13
O60811	PRAMEF2
Q5VXH4	PRAMEF6
Q14982	OPCML IGLON1 OBCAM
Q86WS3	OOSP2 PLAC1L TMEM122
Q9Y236	OSGIN2 C8orf1
Q96G91	P2RY11
P09131	SLC10A3 DXS253E P3
Q6IN85	PPP4R3A KIAA2010 PP4R3A SMEK1 MSTP033
Q92569	PIK3R3
Q9Y5P8	PPP2R3B PPP2R3L
Q969Q6	PPP2R3C C14orf10 G5PR
Q53H96	PYCR3 PYCRL
Q86YP4	GATAD2A
P53816	PLA2G16 HRASLS3 HREV107
O15350	TP73 P73
P0DN37	PPIAL4G
Q8IXS6	PALM2
P09874	PARP1 ADPRT PPOL
P55771	PAX9
Q9Y5F0	PCDHB13 UNQ332/PRO531
Q9Y5E9	PCDHB14
Q9Y5E8	PCDHB15
Q96TA0	PCDHB18P PCDHB18
A6NKN8	PCP4L1 IQM1
Q9Y5G4	PCDHGA9
Q9Y5G0	PCDHGB5
Q9Y5F9	PCDHGB6
Q9Y5F7	PCDHGC4
O94913	PCF11 KIAA0824
Q4G0U5	CFAP221 PCDP1
Q15645	TRIP13 PCH2
Q5JVF3	PCID2 HT004
Q3KNV8	PCGF3 RNF3 RNF3A
Q9BYE7	PCGF6 MBLR RNF134
Q9UKZ9	PCOLCE2 PCPE2 UNQ250/PRO287
Q58A44	PCOTH C1QTNF9B-AS1
P12004	PCNA
Q92824	PCSK5 PC5 PC6
O75832	PSMD10
O00232	PSMD12
Q9UNM6	PSMD13
Q96RV3	PCNX1 KIAA0805 KIAA0995 PCNX PCNXL1
Q92882	OSTF1
Q86XP0	PLA2G4D
Q9H361	PABPC3 PABP3 PABPL3
Q5JUK9	PAGE3 GAGED1
Q96QZ0	PANX3
Q9H999	PANK3
Q9NVE7	PANK4
Q96RD7	PANX1 MRS1 UNQ2529/PRO6028
Q8TEW8	PARD3B ALS2CR19 PAR3B PAR3L
Q6TCH7	PAQR3
Q96RI0	F2RL3 PAR4
Q9NPB6	PARD6A PAR6A
Q9BYG4	PARD6G PAR6G
Q8IY49	MMD2 PAQR10
Q9NR21	PARP11 C12orf6
Q99497	PARK7
Q9UKK3	PARP4 ADPRTL1 KIAA0177 PARPL
Q8N3A8	PARP8
Q8IXQ6	PARP9 BAL BAL1
Q7Z3E1	TIPARP PARP7
Q96RG2	PASK KIAA0135
P15863	PAX1 HUP48
Q9UGN5	PARP2 ADPRT2 ADPRTL2
Q02962	PAX2
P23760	PAX3 HUP2
O43316	PAX4
Q02548	PAX5
P30039	PBLD MAWBP
Q9UN75	PCDHA12
Q9Y5E2	PCDHB7
Q8TAB3	PCDH19 KIAA1313
Q9Y5F1	PCDHB12
Q9BYU1	PBX4
Q9BZA7	PCDH11X KIAA1326 PCDH11 PCDHX
Q9Y5H8	PCDHA3
Q9UN74	PCDHA4
Q9Y5H7	PCDHA5 CNRS6
Q9UN73	PCDHA6 CNRS2
Q9UN72	PCDHA7 CNRS4
Q9Y5G8	PCDHGA5
Q9Y5H3	PCDHGA10
Q9Y5H2	PCDHGA11
A6NGG8	PCARE C2orf71
Q9Y5G2	PCDHGB2
Q9Y5G1	PCDHGB3
Q9UN71	PCDHGB4 CDH20 FIB2
Q9Y5F6	PCDHGC5
Q08174	PCDH1
O60245	PCDH7 BHPCDH
Q96NT5	SLC46A1 HCP1 PCFT
Q86SE9	PCGF5 RNF159
P35558	PCK1 PEPCK1
Q16822	PCK2 PEPCK2
P49736	MCM2 BM28 CCNL1 CDCL1 KIAA0030
Q4G0Z9	MCMDC2 C8orf45
P0C7V9	METTL15P1 METT5D2
A6NDR6	MEIS3P1
A8K0S8	MEIS3P2
Q16626	MEA1 MEA
Q03112	MECOM EVI1 MDS1
P51608	MECP2
O15146	MUSK
P22033	MUT
Q9BTT4	MED10 L6 TRG17 TRG20
Q96RN5	MED15 ARC105 CTG7A PCQAP TIG1 TNRC7
Q9Y2X0	MED16 DRIP92 THRAP5
A0JLT2	MED19 LCMR1
Q6P2C8	MED27 CRSP34 CRSP8
Q9H204	MED28 EG1 FKSG20
Q9Y3C7	MED31 SOH1 CGI-125
O75586	MED6 ARC33
Q96G25	MED8
P20591	MX1
Q9BRK3	MXRA8
Q92614	MYO18A CD245 KIAA0216 MYSPDZ
Q99707	MTR
P31153	MAT2A AMS2 MATA2
P10242	MYB
A0A1B0GUC4	MYOCOS
Q7Z401	DENND4A IRLB MYCPBP
Q9P2K5	MYEF2 KIAA1341
P13349	MYF5 BHLHC2
Q8N3J2	METTL4
Q641Q3	METRNL
Q9Y2K3	MYH15 KIAA1000
Q9H6N6	MYH16 MYH5
P13533	MYH6 MYHCA
P12883	MYH7 MYHCB
Q86YR7	MCF2L2 DRG KIAA0861
Q8N468	MFSD4A MFSD4 UNQ3064/PRO9894
Q9Y4C4	MFHAS1 MASL1
O00587	MFNG
Q8IWA4	MFN1
Q6ZSS7	MFSD6 MMR2
Q8NHS3	MFSD8 CLN7
Q96ES6	MFSD3
Q6N075	MFSD5 UNQ832/PRO1759
Q10469	MGAT2
P35579	MYH9
Q9BUA6	MYL10 MYLC2PL PLRLC
P14649	MYL6B MLC1SA
P61326	MAGOH MAGOHA
P16455	MGMT
Q32MK0	MYLK3 MLCK
A0A1B0GTQ4	MYMX
O60291	MGRN1 KIAA0544 RNF156
Q9HD67	MYO10 KIAA0799
Q3V5L5	MGAT5B KIAA2008
Q9UQ53	MGAT4B UNQ906/PRO1927
Q9ULV0	MYO5B KIAA1119
Q9NQX4	MYO5C
Q6PIF6	MYO7B
B2RTY4	MYO9A MYR7
Q99972	MYOC GLC1A TIGR
P15172	MYOD1 BHLHC1 MYF3 MYOD
P15173	MYOG BHLHC3 MYF4
P54296	MYOM2
Q5VTT5	MYOM3
O14974	PPP1R12A MBS MYPT1
O00255	MEN1 SCG2
Q14680	MELK KIAA0175
Q9BQA1	WDR77 MEP50 WD45 HKMT1069 Nbla10071
Q12866	MERTK MER
Q9BRJ9	MESP1 BHLHC5
Q0VG99	MESP2 BHLHC6 SCDO2
Q86W50	METTL16 METT10D
Q14764	MVP LRP
Q9NR99	MXRA5
P84157	MXRA7
Q96S97	MYADM UNQ553/PRO1110
A1L020	MEX3A RKHD4
Q5U5Q3	MEX3C RKHD2 RNF194 BM-013
P55081	MFAP1
P55001	MFAP2 MAGP1
Q14CX5	MFSD13A C10orf77 TMEM180
P55083	MFAP4
Q08431	MFGE8
O95140	MFN2 CPRP1 KIAA0214
Q9H019	MTFR1L FAM54B HYST1888 MSTP116
Q5TF39	MFSD4B KIAA1919 NAGLT1 HSPC100
Q8NBP5	MFSD9 PSEC0066
Q9NYZ2	SLC25A37 MFRN MSCP HT015
Q96A46	SLC25A28 MFRN2 NPD016
Q9H2D1	SLC25A32 MFT MFTC
O43451	MGAM MGA MGAML
P08493	MGP MGLAP GIG36
Q86YV6	MYLK4 SGK085
Q9NPC7	MYNN OSZF ZBTB31 SBBIZ1
Q9UKN7	MYO15A MYO15
Q96H55	MYO19 MYOHD1
Q9UBC5	MYO1A MYHL
O94832	MYO1D KIAA0727
Q8N1T3	MYO1H
P10620	MGST1 GST12 MGST
Q99735	MGST2 GST2
Q9UM21	MGAT4A
Q09328	MGAT5 GGNT5
Q9UBM8	MGAT4C
Q9UM54	MYO6 KIAA0389
Q13402	MYO7A USH1B
Q8N4Q1	CHCHD4 MIA40
Q9H1L0	MIR1-1HG C20orf166
P52179	MYOM1
P02689	PMP2
Q86TC9	MYPN MYOP
P60201	PLP1 PLP
O60237	PPP1R12B MYPT2
Q9UL68	MYT1L KIAA1106
Q08AG7	MZT1 C13orf37 MOZART1
Q6P582	MZT2A FAM128A MOZART2A
Q5TBK1	N4BP2L1 CG081
O15049	N4BP3 KIAA0341
Q9Y5N5	N6AMT1 C21orf127 HEMK2 PRED28
Q9BXJ9	NAA15 GA19 NARG1 NATH TBDN100
Q96RE7	NACC1 BTBD14B NAC1
Q9NX63	CHCHD3 MIC19 MINOS3
Q9BZK3	NACA4P NACAP1 FKSG17
Q16891	IMMT HMP MIC60 MINOS2 PIG4 PIG52
Q6UXV4	APOOL CXorf33 FAM121A MIC27 UNQ8193/PRO23204
Q7RTP6	MICAL3 KIAA0819 KIAA1364
Q9BRT3	MIEN1 C17orf37 RDX12 XTP4
Q8IY33	MICALL2 JRAB
Q8N108	MIER1 KIAA1610
Q8NAN2	MIGA1 FAM73A
P20774	OGN OIF SLRR3A
Q5JXC2	MIIP IIP45
Q96C03	MIEF2 MID49 SMCR7
Q8IXI1	RHOT2 ARHT2 C16orf39
Q8WV92	MITD1
O75030	MITF BHLHE32
Q9H2W2	MIXL1 MIXL
Q8NDC0	MAPK1IP1L C14orf32
P27361	MAPK3 ERK1 PRKM3
Q9NPJ1	MKKS BBS6
P45983	MAPK8 JNK1 PRKM8 SAPK1 SAPK1C
O14950	MYL12B MRLC2 MYLC2B
Q14165	MLEC KIAA0152
Q15049	MLC1 KIAA0027 WKL1
Q15773	MLF2
P40692	MLH1 COCA2
P10916	MYL2 MLC2
P33991	MCM4 CDC21
Q9BUT9	MCRIP2 C16orf14 FAM195A
Q9ULC4	MCTS1 MCT1
Q15013	MAD2L1BP CMT2 KIAA0110
Q96AQ8	MCUR1 C6orf79 CCDC90A
Q9UI95	MAD2L2 MAD2B REV7
Q86YW9	MED12L KIAA1635 TNRC11L TRALP TRALPUSH PRO0314
P40925	MDH1 MDHA
Q99750	MDFI
O43513	MED7 ARC34 CRSP9
A8MW99	MEI4
Q5JSS6	MEIG1
Q9BV36	MLPH SLAC2A
Q8N635	MEIOB C16orf73
Q14D04	VEPH1 KIAA1692 VEPH
Q9NWA0	MED9 MED25
Q16819	MEP1A
Q9H9K5	ERVMER34-1 HEMO LP9056
Q14696	MESD KIAA0081 MESDC2 MESDM UNQ1911/PRO4369
Q9BUU2	METTL22 C16orf68 LP8272
Q8N6R0	METTL13 KIAA0859 CGI-01
Q8N6Q8	METTL25 C12orf26
Q8N6F8	METTL27 WBSCR27
Q6P1Q9	METTL2B
Q6UX53	METTL7B UNQ594/PRO1180
O95568	METTL18 ASTP2 C1orf156
P20592	MX2
P50539	MXI1 BHLHC11
Q96JP2	MYO15B KIAA1783 MYO15BP
Q8IUG5	MYO18B
Q00266	MAT1A AMS1 MATA1
O75592	MYCBP2 KIAA0916 PAM
Q96EZ4	MYEOV OCIM
Q9NRN9	METTL5 DC3 HSPC133
Q9H825	METTL8
P35749	MYH11 KIAA0866
Q9UKX3	MYH13
Q7Z406	MYH14 KIAA2034 FP17425
Q9UJH8	METRN C16orf23 RJD6
P12882	MYH1
Q9UKX2	MYH2 MYHSA2
P11055	MYH3
Q9Y623	MYH4
A7E2Y1	MYH7B KIAA1512
Q86XN8	MEX3D KIAA2031 RKHD1 RNF193
Q96MC6	MFSD14A HIAT1
Q13361	MFAP5 MAGP2
Q14728	MFSD10 TETRAN
O43934	MFSD11 ET
Q8IWD5	MFSD6L FP7072
Q8IWI9	MGA KIAA0518 MAD5
Q86V88	MDP1
Q02045	MYL5
P60660	MYL6
P24844	MYL9 MLC2 MRLC1 MYRL2
Q9BQP7	MGME1 C20orf72 DDK1
Q8WY64	MYLIP BZF1 IDOL BM-023 PP5242
Q9H1R3	MYLK2
Q96A72	MAGOHB MAGOH2
Q15746	MYLK MLCK MLCK1 MYLK1
A6NI61	MYMK TMEM226 TMEM8C
Q9Y6X6	MYO16 KIAA0865 MYO16B NYAP3
O43795	MYO1B
O00159	MYO1C
Q12965	MYO1E MYO1C
O00160	MYO1F
B0I1T2	MYO1G HA2
Q8NEV4	MYO3A
O14880	MGST3
Q8WXR4	MYO3B
Q9Y4I1	MYO5A MYH12
A6NG13	MGAT4D
Q96NR2	MIR1-1HG-AS1 C20orf166-AS1 C20orf200 NCRNA00335
Q13459	MYO9B MYR5
Q9NQG6	MIEF1 MID51 SMCR7L
P10244	MYBL2 BMYB
Q13203	MYBPH
Q8TBZ2	MYCBPAP AMAP1
Q8IZQ8	MYOCD MYCD
P12524	MYCL BHLHE38 LMYC MYCL1
P04198	MYCN BHLHE37 NMYC
P12525	MYCLP1 MYCL1P1 MYCL2
P01106	MYC BHLHE39
Q99836	MYD88
Q969H8	MYDGF C19orf10 IL25
Q9HB07	C12orf10
P02144	MB
P35580	MYH10
Q5SR56	MFSD14B HIATL1
Q5VZR4	MFSD14C HIATL2
O75121	MFAP3L KIAA0626 HSD-39 HSD39
Q6ZN04	MEX3B KIAA2009 RKHD3 RNF195
P08581	MET
P55082	MFAP3
Q9BY79	MFRP
Q9GZY8	MFF C2orf33 AD030 AD033 GL004
Q6NUT3	MFSD12 C19orf28
A6NFX1	MFSD2B
Q9H3U5	MFSD1 SMAP4 UG0581B09
P26572	MGAT1 GGNT1 GLCT1 GLYT1 MGAT
Q09327	MGAT3 GGNT3
P13535	MYH8
Q2M2H8	MGAM2
P05976	MYL1
P08590	MYL3
Q99685	MGLL
P12829	MYL4 MLC1 PRO1957
A9UHW6	MIF4GD SLIP1
Q9UBF9	MYOT TTID
Q9NP98	MYOZ1 MYOZ
Q9NPC6	MYOZ2 C4orf5
Q8TDC0	MYOZ3 FRP3
Q14896	MYBPC3
Q01538	MYT1 KIAA0835 KIAA1050 MTF1 MYTI PLPB1
P0CAP1	MYZAP MYOZAP
Q8WU39	MZB1 MEDA7 PACAP HSPC190
P28698	MZF1 MZF ZNF42 ZSCAN6
Q6NZ67	MZT2B FAM128B MOZART2B
Q92802	N4BP2L2 CG005 PFAAP5
O75113	N4BP1 KIAA0615
Q86UW6	N4BP2 B3BP KIAA1413
Q9H1M0	NUP62CL NUP62L
Q5TGZ0	MINOS1 C1orf151 MIC10
Q5XKP0	MIC13 C19orf70 QIL1
Q96BF6	NACC2 BTBD14A NAC2 RBB
Q9BRQ6	CHCHD6 CHCM1 MIC25
Q8TC71	SPATA18 MIEAP
Q29983	MICA PERB11.1
Q8N344	MIER2 KIAA1193
Q9BPX6	MICU1 CALC CBARA1
Q9UNW1	MINPP1 MIPP UNQ900/PRO1917
Q9NXC5	MIOS
Q8NBR6	MINDY2 FAM63B KIAA1164
Q15274	QPRT
Q8TDR0	TRAF3IP1 IFT54 MIPT3
P30301	MIP AQP0
Q15759	MAPK11 PRKM11 SAPK2 SAPK2B
Q8IVT2	MISP C19orf21
O15264	MAPK13 PRKM13 SAPK4
Q9HBH9	MKNK2 GPRK7 MNK2
P31152	MAPK4 ERK4 PRKM4
Q16659	MAPK6 ERK3 PRKM6
Q13064	MKRN3 D15S9 RNF63 ZNF127
Q13164	MAPK7 BMK1 ERK5 PRKM7
Q8IYA7	MKX C10orf48 IRXL1
P53779	MAPK10 JNK3 JNK3A PRKM10 SAPK1B
P58340	MLF1
Q01449	MYL7 MYL2A MYLC2A
P0DMT0	MRLN MLN
Q96A32	MYLPF
Q9BXW4	MAP1LC3C
Q9H3L0	MMADHC C2orf25 CL25022 HSPC161 My011
Q9UH92	MLX BHLHD13 TCFL4
Q9Y4U1	MMACHC
Q6IA69	NADSYN1
Q9ULZ9	MMP17 MT4MMP
Q5TA79	LCE2A LEP9
P60371	KRTAP10-6 KAP10.6 KAP18-6 KRTAP10.6 KRTAP18-6 KRTAP18.6
Q8IV03	LURAP1L C9orf150 HYST0841
Q96LR2	LURAP1 C1orf190 LRAP35A LRP35A
Q8N653	LZTR1 TCFL2
Q9Y5Y7	LYVE1 CRSBP1 HAR XLKD1 UNQ230/PRO263
Q8WZA0	LZIC
Q9NXJ0	MS4A12
Q5J8X5	MS4A13
Q12852	MAP3K12 ZPK
Q9Y6R4	MAP3K4 KIAA0213 MAPKKK4 MEKK4 MTK1
Q99683	MAP3K5 ASK1 MAPKKK5 MEKK5
Q6ZN28	MACC1
Q9ULX9	MAFF
Q8WZ33	MAFIP MIP PP5644
O43318	MAP3K7 TAK1
P43360	MAGEA6 MAGE6
P43361	MAGEA8 MAGE8
Q14582	MXD4 BHLHC12 MAD4
O15481	MAGEB4
A2A368	MAGEB16
A8MXT2	MAGEB17
Q96M61	MAGEB18
P43356	MAGEA2 MAGE2 MAGEA2A; MAGEA2B MAGE2 MAGEA2
Q8IW41	MAPKAPK5 PRAK
Q15691	MAPRE1
Q15555	MAPRE2 RP1
Q6P0Q8	MAST2 KIAA0807 MAST205
Q9NZL9	MAT2B TGR MSTP045 Nbla02999 UNQ2435/PRO4995
P04201	MAS1 MAS
Q9Y4F3	MARF1 KIAA0430 LKAP
P42679	MATK CTK HYL
P21941	MATN1 CMP CRTM
O15232	MATN3
Q96DN6	MBD6 KIAA1887
P11226	MBL2 COLEC1 MBL
Q6ZWT7	MBOAT2 OACT2
Q96T53	MBOAT4 GOAT OACT4 FKSG89
Q96N66	MBOAT7 BB1 LENG4 OACT7
Q8N8X9	MAB21L3 C1orf161
P02686	MBP
A6NJ08	MBD3L5
Q4ZIN3	TMEM259 C19orf6
P32245	MC4R
Q6VMQ6	ATF7IP MCAF MCAF1
P10911	MCF2 DBL
Q07820	MCL1 BCL2L3
P15529	CD46 MCP MIC10
P08235	NR3C2 MCR MLR
Q14676	MDC1 KIAA0170 NFBD1
Q8NE86	MCU C10orf42 CCDC109A
P40926	MDH2
Q9BRS8	LARP6
P16150	SPN CD43
O95970	LGI1 EPT UNQ775/PRO1569
Q2TAK8	MUM1 EXPAND1
Q9BYS8	LRRC2
Q9BY71	LRRC3 C21orf102 LRRC3A UNQ9233/PRO31982
Q13449	LSAMP IGLON3 LAMP
Q6ZRR7	LRRC9
O75325	LRRN2 GAC1 LRRN5 UNQ256/PRO293
Q9H3W5	LRRN3 Nbla10363 UNQ194/PRO220
O43300	LRRTM2 KIAA0416 LRRN2
Q9H089	LSG1
Q86VH4	LRRTM4 UNQ3075/PRO9907
Q969L4	LSM10
P83369	LSM11
Q9UFC0	LRWD1 CENP-33 ORCA
O15116	LSM1 CASM
Q9Y4Z0	LSM4
Q8IYB1	MB21D2 C3orf59
Q02978	SLC25A11 SLC20A4
Q02779	MAP3K10 MLK2 MST
Q56UN5	MAP3K19 RCK YSK4
Q9NR34	MAN1C1 MAN1A3 MAN1C
O43283	MAP3K13 LZK
O60476	MAN1A2 MAN1B
Q99558	MAP3K14 NIK
Q3KQU3	MAP7D1 KIAA1187 PARCC1 RPRC1 PP2464
Q8IWC1	MAP7D3 MDP3
O60336	MAPKBP1 JNKBP1 KIAA0596
O95382	MAP3K6 ASK2 MAPKKK6 MEKK6
O15525	MAFG
P43362	MAGEA9 MAGE9 MAGEA9A; MAGEA9B
P43365	MAGEA12 MAGE12
Q8NHW3	MAFA
O15479	MAGEB2
Q969L2	MAL2
P20794	MAK
Q86UL8	MAGI2 ACVRINP1 AIP1 KIAA0705
Q5VYJ5	MALRD1 C10orf112 DIET1
Q9H8J5	MANSC1 LOH12CR3 UNQ316/PRO361
A6NHS7	MANSC4
P23368	ME2
A6NNE9	MARCH11
