GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	Q53S58	TMEM177	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q53S58	TMEM177	part_of	GO:0031305	integral component of mitochondrial inner membrane	ECO:0000314	IDA	PMID:29154948		9606	UniProt		C
UniProtKB	Q567V2	MPV17L2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q567V2	MPV17L2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q567V2	MPV17L2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000314	IDA	PMID:24948607		9606	UniProt		C
UniProtKB	Q5H9E4	SLC25A53	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q5H9E4	SLC25A53	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q5HYK3	COQ5	colocalizes_with	GO:0005743	mitochondrial inner membrane	ECO:0000314	IDA	PMID:25152161		9606	UniProt		C
UniProtKB	Q5HYK3	COQ5	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q5HYK3	COQ5	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q5HYK3	COQ5	part_of	GO:0031314	extrinsic component of mitochondrial inner membrane	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000376037	9606	UniProt		C
UniProtKB	Q5RI15	COX20	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR022533	9606	InterPro		C
UniProtKB	Q5RI15	COX20	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q5RI15	COX20	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q5RI15	COX20	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000314	IDA	PMID:23125284		9606	UniProt		C
UniProtKB	Q5RI15	COX20	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000314	IDA	PMID:24403053		9606	UniProt		C
UniProtKB	Q5S007	LRRK2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q5S006	9606	UniProt		C
UniProtKB	Q5S007	LRRK2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q5S007	LRRK2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q5S007	LRRK2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5S006|ensembl:ENSMUSP00000052584	9606	Ensembl		C
UniProtKB	Q5SRD1	TIMM23B	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q5SRD1	TIMM23B	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q5SRD1	TIMM23B	part_of	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005681	9606	InterPro		C
UniProtKB	Q5SRD1	TIMM23B	part_of	GO:0005744	TIM23 mitochondrial import inner membrane translocase complex	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000394914|SGD:S000005300|UniProtKB:O14925	9606	GO_Central		C
UniProtKB	Q5SRD1	TIMM23B	part_of	GO:0031305	integral component of mitochondrial inner membrane	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000394914|UniProtKB:O14925	9606	GO_Central		C
UniProtKB	Q5SVS4	SLC25A30	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q5SVS4	SLC25A30	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q5T1C6	THEM4	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q5T1C6	THEM4	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q5T653	MRPL2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419261		9606	Reactome		C
UniProtKB	Q5T653	MRPL2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419264		9606	Reactome		C
UniProtKB	Q5T653	MRPL2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419271		9606	Reactome		C
UniProtKB	Q5T653	MRPL2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419273		9606	Reactome		C
UniProtKB	Q5T653	MRPL2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419277		9606	Reactome		C
UniProtKB	Q5T653	MRPL2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419281		9606	Reactome		C
UniProtKB	Q5T9A4	ATAD3B	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q5T9A4	ATAD3B	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q5TEU4	NDUFAF5	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q5TEU4	NDUFAF5	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q5TEU4	NDUFAF5	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-6799179		9606	Reactome		C
UniProtKB	Q5TEU4	NDUFAF5	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-6799191		9606	Reactome		C
UniProtKB	Q5TEU4	NDUFAF5	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-6799196		9606	Reactome		C
UniProtKB	Q5TEU4	NDUFAF5	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-6799197		9606	Reactome		C
UniProtKB	Q5TEU4	NDUFAF5	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-6799202		9606	Reactome		C
UniProtKB	Q5TEU4	NDUFAF5	part_of	GO:0031314	extrinsic component of mitochondrial inner membrane	ECO:0000314	IDA	PMID:18940309		9606	UniProt		C
UniProtKB	Q5TGZ0	MINOS1	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007512	9606	InterPro		C
UniProtKB	Q5TGZ0	MINOS1	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q5TGZ0	MINOS1	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q5TGZ0	MINOS1	part_of	GO:0061617	MICOS complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007512	9606	InterPro		C
UniProtKB	Q5VTU8	ATP5EP2	part_of	GO:0000275	mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006721|InterPro:IPR036742	9606	InterPro		C
UniProtKB	Q5VTU8	ATP5EP2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q5VTU8	ATP5EP2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q5VTU8	ATP5EP2	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000278562|RGD:621374	9606	GO_Central		C
UniProtKB	Q5VUM1	SDHAF4	part_of	GO:0005749	mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)	ECO:0000250	ISS	PMID:24954416	UniProtKB:P38345	9606	UniProt		C
UniProtKB	Q5XKP0	MIC13	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q5XKP0	MIC13	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q5XKP0	MIC13	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000314	IDA	PMID:25997101		9606	UniProt		C
UniProtKB	Q5XKP0	MIC13	part_of	GO:0044284	mitochondrial crista junction	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002422324|UniProtKB:Q5XKP0	9606	GO_Central		C
UniProtKB	Q5XKP0	MIC13	part_of	GO:0044284	mitochondrial crista junction	ECO:0000314	IDA	PMID:25997101		9606	UniProt		C
UniProtKB	Q5XKP0	MIC13	part_of	GO:0061617	MICOS complex	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002422324|UniProtKB:Q5XKP0	9606	GO_Central		C
UniProtKB	Q5XKP0	MIC13	part_of	GO:0061617	MICOS complex	ECO:0000314	IDA	PMID:25997101		9606	UniProt		C
UniProtKB	Q6DKK2	TTC19	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q6DKK2	TTC19	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q6DKK2	TTC19	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000314	IDA	PMID:21278747		9606	UniProt		C
UniProtKB	Q6DKK2	TTC19	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000321934|UniProtKB:Q6DKK2	9606	GO_Central		C
UniProtKB	Q6J4K2	SLC8B1	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q6J4K2	SLC8B1	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q6J4K2	SLC8B1	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6AXS0|ensembl:ENSRNOP00000034026	9606	Ensembl		C
UniProtKB	Q6J4K2	SLC8B1	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-8949688		9606	Reactome		C
UniProtKB	Q6J4K2	SLC8B1	part_of	GO:0030061	mitochondrial crista	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6AXS0|ensembl:ENSRNOP00000034026	9606	Ensembl		C
UniProtKB	Q6J4K2	SLC8B1	part_of	GO:0030061	mitochondrial crista	ECO:0000314	IDA	PMID:20018762		9606	BHF-UCL		C
UniProtKB	Q6KCM7	SLC25A25	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002167	9606	InterPro		C
UniProtKB	Q6KCM7	SLC25A25	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q6KCM7	SLC25A25	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q6NUK1	SLC25A24	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002167	9606	InterPro		C
UniProtKB	Q6NUK1	SLC25A24	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q6NUK1	SLC25A24	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q6P161	MRPL54	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419261		9606	Reactome		C
UniProtKB	Q6P161	MRPL54	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419264		9606	Reactome		C
UniProtKB	Q6P161	MRPL54	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419271		9606	Reactome		C
UniProtKB	Q6P161	MRPL54	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419273		9606	Reactome		C
UniProtKB	Q6P161	MRPL54	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419277		9606	Reactome		C
UniProtKB	Q6P161	MRPL54	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419281		9606	Reactome		C
UniProtKB	Q6P1L8	MRPL14	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419261		9606	Reactome		C
UniProtKB	Q6P1L8	MRPL14	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419264		9606	Reactome		C
UniProtKB	Q6P1L8	MRPL14	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419271		9606	Reactome		C
UniProtKB	Q6P1L8	MRPL14	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419273		9606	Reactome		C
UniProtKB	Q6P1L8	MRPL14	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419277		9606	Reactome		C
UniProtKB	Q6P1L8	MRPL14	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419281		9606	Reactome		C
UniProtKB	Q6P1Q0	LETMD1	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1932557|PANTHER:PTN000360956|UniProtKB:O95202	9606	GO_Central		C
UniProtKB	Q6P2C0	WDR93	part_of	GO:0005747	mitochondrial respiratory chain complex I	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1343135|PANTHER:PTN000259406|UniProtKB:O43181|UniProtKB:Q02375	9606	GO_Central		C
UniProtKB	Q6P4A7	SFXN4	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q6P4A7	SFXN4	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q6P4H8	FAM173B	part_of	GO:0030061	mitochondrial crista	ECO:0000314	IDA	PMID:29444090		9606	UniProt		C
UniProtKB	Q6PCB7	SLC27A1	colocalizes_with	GO:0005743	mitochondrial inner membrane	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002875535|RGD:620927	9606	GO_Central		C
UniProtKB	Q6PI78	TMEM65	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q6PI78	TMEM65	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q6PI78	TMEM65	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000314	IDA	PMID:24765583		9606	UniProt		C
UniProtKB	Q6PI78	TMEM65	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000314	IDA	PMID:28295037		9606	UniProt		C
UniProtKB	Q6PIV7	SLC25A34	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q6PIV7	SLC25A34	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q6Q0C1	SLC25A47	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q6Q0C1	SLC25A47	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q6UW78	UQCC3	colocalizes_with	GO:0005750	mitochondrial respiratory chain complex III	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002193739|UniProtKB:Q6UW78	9606	GO_Central		C
UniProtKB	Q6UW78	UQCC3	colocalizes_with	GO:0005750	mitochondrial respiratory chain complex III	ECO:0000314	IDA	PMID:25605331		9606	UniProt		C
UniProtKB	Q6UW78	UQCC3	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q6UW78	UQCC3	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q6UW78	UQCC3	part_of	GO:0031305	integral component of mitochondrial inner membrane	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002193739|UniProtKB:Q6UW78	9606	GO_Central		C
UniProtKB	Q6UW78	UQCC3	part_of	GO:0031305	integral component of mitochondrial inner membrane	ECO:0000314	IDA	PMID:25008109		9606	UniProt		C
UniProtKB	Q6UW78	UQCC3	part_of	GO:0031305	integral component of mitochondrial inner membrane	ECO:0000314	IDA	PMID:25605331		9606	UniProt		C
UniProtKB	Q6UXV4	APOOL	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q6UXV4	APOOL	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q6UXV4	APOOL	part_of	GO:0061617	MICOS complex	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR019166|InterPro:IPR033182	9606	InterPro		C
UniProtKB	Q6UXV4	APOOL	part_of	GO:0061617	MICOS complex	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN001803267|UniProtKB:Q6UXV4|UniProtKB:Q9BUR5	9606	GO_Central		C
UniProtKB	Q6UXV4	APOOL	part_of	GO:0061617	MICOS complex	ECO:0000314	IDA	PMID:25781180		9606	UniProt		C
UniProtKB	Q6UXV4	APOOL	part_of	GO:0061617	MICOS complex	ECO:0000314	IDA	PMID:25997101		9606	UniProt		C
UniProtKB	Q6YFQ2	COX6B2	part_of	GO:0030061	mitochondrial crista	ECO:0000314	IDA	PMID:12874793		9606	MGI		C
UniProtKB	Q6YFQ2	COX6B2	part_of	GO:0030061	mitochondrial crista	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000147435|UniProtKB:Q6YFQ2	9606	GO_Central		C
UniProtKB	Q6ZT89	SLC25A48	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q6ZT89	SLC25A48	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q709F0	ACAD11	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5695989		9606	Reactome		C
UniProtKB	Q70HW3	SLC25A26	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q70HW3	SLC25A26	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q70HW3	SLC25A26	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000314	IDA	PMID:14674884		9606	UniProt		C
UniProtKB	Q70HW3	SLC25A26	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000756630|SGD:S000004776|UniProtKB:Q70HW3	9606	GO_Central		C
UniProtKB	Q70HW3	SLC25A26	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-8855062		9606	Reactome		C
UniProtKB	Q7KZN9	COX15	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000590786|SGD:S000000943	9606	GO_Central		C
UniProtKB	Q7KZN9	COX15	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-2995334		9606	Reactome		C
UniProtKB	Q7KZN9	COX15	part_of	GO:0005746	mitochondrial respirasome	ECO:0000304	TAS	PMID:9878253		9606	UniProt		C
UniProtKB	Q7Z2W9	MRPL21	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419261		9606	Reactome		C
UniProtKB	Q7Z2W9	MRPL21	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419264		9606	Reactome		C
UniProtKB	Q7Z2W9	MRPL21	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419271		9606	Reactome		C
UniProtKB	Q7Z2W9	MRPL21	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419273		9606	Reactome		C
UniProtKB	Q7Z2W9	MRPL21	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419277		9606	Reactome		C
UniProtKB	Q7Z2W9	MRPL21	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419281		9606	Reactome		C
UniProtKB	Q7Z4L0	COX8C	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000037	UniProtKB-KW:KW-0999	9606	UniProt		C
UniProtKB	Q7Z4L0	COX8C	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000322	IEA	GO_REF:0000039	UniProtKB-SubCell:SL-0168	9606	UniProt		C
UniProtKB	Q7Z4Y8	ATP5MGL	part_of	GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006808	9606	InterPro		C
UniProtKB	Q7Z4Y8	ATP5MGL	part_of	GO:0000276	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000273103|RGD:1303259|SGD:S000006224	9606	GO_Central		C
UniProtKB	Q7Z7F7	MRPL55	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419261		9606	Reactome		C
UniProtKB	Q7Z7F7	MRPL55	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419264		9606	Reactome		C
UniProtKB	Q7Z7F7	MRPL55	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419271		9606	Reactome		C
UniProtKB	Q7Z7F7	MRPL55	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419273		9606	Reactome		C
UniProtKB	Q7Z7F7	MRPL55	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419277		9606	Reactome		C
UniProtKB	Q7Z7F7	MRPL55	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419281		9606	Reactome		C
UniProtKB	Q7Z7H8	MRPL10	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419261		9606	Reactome		C
UniProtKB	Q7Z7H8	MRPL10	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419264		9606	Reactome		C
UniProtKB	Q7Z7H8	MRPL10	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419271		9606	Reactome		C
UniProtKB	Q7Z7H8	MRPL10	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419273		9606	Reactome		C
UniProtKB	Q7Z7H8	MRPL10	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419277		9606	Reactome		C
UniProtKB	Q7Z7H8	MRPL10	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419281		9606	Reactome		C
UniProtKB	Q86TS9	MRPL52	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419261		9606	Reactome		C
UniProtKB	Q86TS9	MRPL52	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419264		9606	Reactome		C
UniProtKB	Q86TS9	MRPL52	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419271		9606	Reactome		C
UniProtKB	Q86TS9	MRPL52	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419273		9606	Reactome		C
UniProtKB	Q86TS9	MRPL52	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419277		9606	Reactome		C
UniProtKB	Q86TS9	MRPL52	part_of	GO:0005743	mitochondrial inner membrane	ECO:0000304	TAS	Reactome:R-HSA-5419281		9606	Reactome		C
